0,Open,High,Low,Close,Volume,Daily_Return,MA20,MA50
2020-01-02,72.40050506591797,72.46076851156026,71.15666666509587,71.40977019424241,135480400.0,,,
2020-01-03,71.69664001464844,72.45595811976894,71.47246171476719,71.62914523544616,146322800.0,0.0030720591959199073,,
2020-01-06,72.26791381835938,72.30648330246464,70.56848776436438,70.81918573286022,118387200.0,-0.011307680692315802,,
2020-01-07,71.92804718017578,72.53308721808551,71.70868733859578,72.27757077764687,108872000.0,0.02059307841081215,,
2020-01-08,73.08511352539062,73.38643082203993,71.63155918060959,71.63155918060959,132079200.0,-0.00893792624858214,,
2020-01-09,74.63750457763672,74.83034471463299,73.81069163960515,74.06138234642438,170108400.0,0.0339211262969763,,
2020-01-10,74.80623626708984,75.370308736383,74.30484750773756,74.87132551313572,140644800.0,0.010936106524758182,,
2020-01-13,76.4044189453125,76.4309386915993,75.00389679896787,75.12201817653433,121532000.0,0.0033483134121170544,,
2020-01-14,75.37272644042969,76.55148346044966,75.24979396232517,76.34176775906714,161954400.0,0.01623691178885056,,
2020-01-15,75.0497055053711,76.0524904138791,74.6182170498927,75.17264532410701,121923600.0,-0.015314322280954418,,
2020-01-16,75.98980712890625,76.10069718746519,75.23048903454546,75.5920697800867,108829200.0,0.005579482458963003,,
2020-01-17,76.83108520507812,76.83349074089385,75.93195182564011,76.23808752279956,137816400.0,0.008546104698446078,,
2020-01-21,76.31039428710938,76.90097161406028,76.17299187168369,76.45984644857143,110843200.0,0.002908768215172497,,
2020-01-22,76.5827865600586,77.13479440317133,76.48877205760677,76.79490770076272,101832400.0,0.004382185784491011,,
2020-01-23,76.95162200927734,77.03116654175618,76.0886451198764,76.6358420591075,104472000.0,-0.0020713045489295645,,
2020-01-24,76.7298355102539,77.93992295405599,76.5394009459346,77.1974804769854,146537600.0,0.007328665057855233,,
2020-01-27,74.47357177734375,75.15333787807808,73.4924810810553,74.74113795467083,161940000.0,-0.031818946773099266,,
2020-01-28,76.58038330078125,76.75152944120848,75.25458738363722,75.35342032568062,162234000.0,0.008192039722235922,,
2020-01-29,78.18338775634766,79.02948893915872,77.46987057591716,78.209907499375,216229200.0,0.03790786352296327,,
2020-01-30,78.07010650634766,78.1231386457578,76.83591201430718,77.26740045058162,126743200.0,-0.012050993012629796,74.89132352293475,
2020-01-31,74.60856628417969,77.78324080814086,74.31448034488959,77.36139664518089,199588400.0,0.0012165052020791656,75.18890484548169,
2020-02-03,74.40367126464844,75.56795795185045,72.85128411079334,73.35267280813538,173788400.0,-0.05181814200474655,75.27508122411615,
2020-02-04,76.86000061035156,77.05043515977154,75.60169956180454,76.00666815397705,136616400.0,0.03618130388763863,75.53445534517199,
2020-02-05,77.48674774169922,78.28463523931488,76.88411323556181,77.98572352193352,118826800.0,0.026037917672528943,75.81986298238633,
2020-02-06,78.39310455322266,78.39551744527337,77.19989265225486,77.75672634398214,105425600.0,-0.0029363987100405886,76.12612134055495,
2020-02-07,77.32756042480469,78.1418387801139,76.83705999088563,77.89296432100895,117684000.0,0.0017521053603017922,76.31770043928418,
2020-02-10,77.69481658935547,77.69481658935547,75.83430131081457,75.914034625019,109348800.0,-0.02540575664619038,76.36983589487835,
2020-02-11,77.22604370117188,78.26262078747321,77.00858188468877,78.19013597325772,94323200.0,0.02998261598769769,76.5232417847145,
2020-02-12,79.06000518798828,79.06483505188083,77.67548599053883,77.67548599053883,113730400.0,-0.006582032072369182,76.58992769628809,
2020-02-13,78.49701690673828,78.82321339617904,78.12974813739189,78.33271303943899,94747600.0,0.008461190046241907,76.74793108205469,
2020-02-14,78.5163345336914,78.76520890109116,78.00891869878639,78.46558778851511,80113600.0,0.0016962868247551999,76.89160698247612,
2020-02-18,77.07867431640625,77.25989377012822,76.0179329078446,76.19915236156656,152531200.0,-0.028884451016376378,76.88966022441447,
2020-02-19,78.19499206542969,78.42453967717096,77.32030726926044,77.32030726926044,93984000.0,0.01471348266938688,76.93268326544892,
2020-02-20,77.39277648925781,78.44385067885128,76.88777921917897,77.95576899229526,100566000.0,0.008218561791559997,76.99072633002554,
2020-02-21,75.64097595214844,77.42901329626612,75.0248329307541,76.98683382307465,129554000.0,-0.012429293966895294,77.0082759182239,
2020-02-24,72.04803466796875,73.49779058260468,69.88548651960743,71.82574289040825,222195200.0,-0.06703861785675236,76.73968903889504,
2020-02-25,69.60758209228516,73.0990790994302,69.13641603822464,72.71731344350151,230673600.0,0.012412966677610493,76.63849781333657,
2020-02-26,70.71183013916016,71.97553646481957,69.22583207719232,69.23308056046676,198054800.0,-0.04791476359673086,76.33248082507588,
2020-02-27,66.08953094482422,69.10502562675568,65.9542209950426,67.92105987924694,320605600.0,-0.018950777151594878,75.81803844406947,
2020-02-28,66.05086517333984,67.27108062705318,61.94564270332902,62.16069333508348,426510000.0,-0.08480972697429179,75.06270308829457,
2020-03-02,72.20024871826172,72.83572613943491,67.10435837488609,68.20617210459764,341397200.0,0.09725565216792864,74.60494186126542,
2020-03-03,69.90719604492188,73.45426192334152,69.05666829287019,73.37452863350472,319475600.0,0.07577549610878531,74.60603465253386,
2020-03-04,73.14982604980469,73.30930003617219,70.82780458094045,71.62758575768213,219178400.0,-0.02380857374291734,74.38708053271912,
2020-03-05,70.7770767211914,72.37905058025478,70.41221917601806,71.40529829391956,187572800.0,-0.003103377859398626,74.05805927131843,
2020-03-06,69.8371353149414,70.26964775134793,67.95245619771107,68.13850549074616,226176800.0,-0.04575000568902576,73.57714822865663,
2020-03-09,64.31358337402344,67.19376061426469,63.54762585590985,63.72884532127841,286744800.0,-0.06471612691984585,72.8689422786701,
